,Unnamed: 0,gbif_id,taxon_name,decimal_latitude,decimal_longitude,coordinates,present/pseudo_absent,band 1,band 2,band 3,band 4
236,236,233873218,Lama glama guanicoe,-49.3731,-72.81789,POINT (-72.81789000000001 -49.3731),1,,,,682.81
237,237,233873217,Lama glama guanicoe,-49.37531,-72.81163000000002,POINT (-72.81163000000001 -49.37531),1,,,,682.81
238,238,233873216,Lama glama guanicoe,-50.49492,-72.7298,POINT (-72.7298 -50.49492),1,,,,707.56
239,239,233873215,Lama glama guanicoe,-50.55105,-72.84725999999998,POINT (-72.84725999999999 -50.55105),1,,,,687.99
240,240,233873213,Lama glama guanicoe,-50.48336,-72.70376,POINT (-72.70376 -50.48336),1,,,,707.56
241,241,233873212,Lama glama guanicoe,-50.55596,-72.84421,POINT (-72.84421 -50.55596),1,,,,687.99
242,242,233873211,Lama glama guanicoe,-50.52277,-72.77186,POINT (-72.77186 -50.52277),1,,,,660.95
243,243,233873210,Lama glama guanicoe,-50.49537,-72.6646,POINT (-72.66459999999999 -50.49537),1,,,,703.86
244,244,233873209,Lama glama guanicoe,-50.54272,-72.79711999999998,POINT (-72.79711999999999 -50.54272),1,,,,660.95
245,245,233873205,Lama glama guanicoe,-50.55762,-72.83583,POINT (-72.83583 -50.55762),1,,,,687.99
246,246,233873204,Lama glama guanicoe,-49.3854,-72.79441,POINT (-72.79441 -49.3854),1,,,,682.81
247,247,233873203,Lama glama guanicoe,-49.4012,-72.75731999999998,POINT (-72.75731999999999 -49.4012),1,,,,682.81
248,248,233873202,Lama glama guanicoe,-49.33621,-72.88154,POINT (-72.88154 -49.33620999999999),1,,,,688.65
249,249,233873201,Lama glama guanicoe,-49.39329,-72.78393,POINT (-72.78393 -49.39329),1,,,,682.81
250,250,233873198,Lama glama guanicoe,-49.40415,-72.76026,POINT (-72.76026 -49.40415),1,,,,682.81
251,251,233873196,Lama glama guanicoe,-54.52608000000001,-68.5575,POINT (-68.5575 -54.52608000000001),1,,,,554.84
252,252,233873195,Lama glama guanicoe,-49.40613,-72.77311,POINT (-72.77311 -49.40613),1,,,,682.81
253,253,233873194,Lama glama guanicoe,-49.4028,-72.77429000000002,POINT (-72.77429000000001 -49.4028),1,,,,682.81
254,254,233873193,Lama glama guanicoe,-49.40213,-72.75348000000002,POINT (-72.75348000000001 -49.40213),1,,,,682.81
255,255,233873189,Lama glama guanicoe,-49.38084,-72.82945,POINT (-72.82944999999999 -49.38084),1,,,,682.81
256,256,233873187,Lama glama guanicoe,-49.38194,-72.80041,POINT (-72.80041 -49.38194),1,,,,682.81
257,257,233873186,Lama glama guanicoe,-49.4053,-72.764,POINT (-72.764 -49.4053),1,,,,682.81
258,258,233873155,Lama glama guanicoe,-47.75337,-68.19844,POINT (-68.19844000000001 -47.75337),1,,,,918.3
259,259,233873153,Lama glama guanicoe,-47.70264,-68.14983000000001,POINT (-68.14983000000001 -47.70264),1,,,,923.91
260,260,233873152,Lama glama guanicoe,-47.68364,-68.27705,POINT (-68.27705 -47.68364),1,,,,917.89
261,261,233873151,Lama glama guanicoe,-47.67794,-68.19001,POINT (-68.19001 -47.67794),1,,,,918.65
262,262,233873150,Lama glama guanicoe,-47.70789,-68.16449,POINT (-68.16449 -47.70789),1,,,,923.91
263,263,233873149,Lama glama guanicoe,-47.6366,-67.97348000000001,POINT (-67.97348000000001 -47.6366),1,,,,913.0
264,264,233873125,Lama glama guanicoe,-47.6204,-68.08361,POINT (-68.08360999999999 -47.6204),1,,,,930.13
265,265,233873080,Lama glama guanicoe,-47.55578,-67.95039,POINT (-67.95039 -47.55578),1,,,,910.31
266,266,233873078,Lama glama guanicoe,-47.63175,-67.89989,POINT (-67.89989 -47.63175),1,,,,923.93
267,267,233873061,Lama glama guanicoe,-47.66471,-67.99542,POINT (-67.99542 -47.66471),1,,,,913.0
268,268,233831936,Lama glama guanicoe,-47.73192,-72.06756,POINT (-72.06756 -47.73192),1,,,,606.29
269,269,202071031,Lama glama guanicoe,-42.440001,-65.149475,POINT (-65.149475 -42.440001),1,,,,1147.19
270,270,202071029,Lama glama guanicoe,-44.619307,-66.854359,POINT (-66.854359 -44.619307),1,,,,1000.8
271,271,197135876,Lama glama guanicoe,-19.917,-62.567,POINT (-62.567 -19.917),1,,,,1791.66
272,272,1990593807,Lama glama guanicoe,-45.1392713789492,-59.81645870872315,POINT (-59.81645870872314 -45.1392713789492),0,,,,-9999.0
273,273,1990566091,Lama glama guanicoe,-35.66362286047207,-73.28774528266966,POINT (-73.28774528266965 -35.66362286047206),0,,,,-9999.0
274,274,1990556566,Lama glama guanicoe,-50.18491640136736,-57.595107833038064,POINT (-57.59510783303806 -50.18491640136736),0,,,,-9999.0
275,275,1990486258,Lama glama guanicoe,-49.06418788331753,-76.34237929938206,POINT (-76.34237929938206 -49.06418788331752),0,,,,-9999.0
276,276,1986626409,Lama glama guanicoe,-28.480458612704393,-56.81347681690852,POINT (-56.81347681690852 -28.48045861270439),0,,,,1527.82
277,277,1986625937,Lama glama guanicoe,-37.88902572865343,-65.73669715583972,POINT (-65.73669715583972 -37.88902572865343),0,,,,1445.23
278,278,1986625399,Lama glama guanicoe,-25.582739956309172,-79.7678118019611,POINT (-79.7678118019611 -25.58273995630917),0,,,,-9999.0
279,279,1986624198,Lama glama guanicoe,-50.88885894370364,-80.5880165283533,POINT (-80.58801652835329 -50.88885894370364),0,,,,-9999.0
280,280,1986621637,Lama glama guanicoe,-41.81298772324352,-59.13027250051545,POINT (-59.13027250051545 -41.81298772324352),0,,,,-9999.0
281,281,1986621380,Lama glama guanicoe,-37.072089949665035,-76.49068113667798,POINT (-76.49068113667798 -37.07208994966503),0,,,,-9999.0
282,282,1986621362,Lama glama guanicoe,-13.910564231988316,-75.82651825165308,POINT (-75.82651825165308 -13.91056423198832),0,,,,1579.69
283,283,1986620369,Lama glama guanicoe,-53.68838895009093,-65.02644900634975,POINT (-65.02644900634976 -53.68838895009092),0,,,,-9999.0
284,284,1986615782,Lama glama guanicoe,-16.920520894535834,-68.54991636732682,POINT (-68.54991636732682 -16.92052089453583),0,,,,1153.93
285,285,1986615744,Lama glama guanicoe,-47.640777050156345,-72.52160576443262,POINT (-72.52160576443262 -47.64077705015634),0,,,,601.9
286,286,1986615503,Lama glama guanicoe,-51.68175579712318,-80.66275750199001,POINT (-80.66275750199001 -51.68175579712319),0,,,,-9999.0
287,287,1986604678,Lama glama guanicoe,-49.864975155355474,-83.62852321564941,POINT (-83.62852321564941 -49.86497515535548),0,,,,-9999.0
288,288,1986576951,Lama glama guanicoe,-45.9697868213273,-81.70822683630097,POINT (-81.70822683630097 -45.9697868213273),0,,,,-9999.0
289,289,1986574863,Lama glama guanicoe,-58.894715391886656,-79.86872645158296,POINT (-79.86872645158296 -58.89471539188666),0,,,,-9999.0
290,290,1978837059,Lama glama guanicoe,-29.276576654479246,-68.53903894621054,POINT (-68.53903894621054 -29.27657665447924),0,,,,1439.13
291,291,1948744292,Lama glama guanicoe,-59.25670487474017,-73.48887023497589,POINT (-73.48887023497589 -59.25670487474017),0,,,,-9999.0
292,292,1946332099,Lama glama guanicoe,-34.021518393819,-64.56446231469599,POINT (-64.56446231469599 -34.02151839381899),0,,,,1463.53
293,293,1945445782,Lama glama guanicoe,-34.117647555834175,-55.91692932417731,POINT (-55.91692932417731 -34.11764755583417),0,,,,1280.54
294,294,1935605309,Lama glama guanicoe,-44.224457873938974,-76.00545267886106,POINT (-76.00545267886106 -44.22445787393897),0,,,,-9999.0
295,295,1935601785,Lama glama guanicoe,-34.867816269859865,-61.135333920586405,POINT (-61.1353339205864 -34.86781626985987),0,,,,1351.44
296,296,1933592462,Lama glama guanicoe,-26.981554425608977,-60.4823871157693,POINT (-60.4823871157693 -26.98155442560898),0,,,,1681.2
297,297,1932343222,Lama glama guanicoe,-48.47707916865435,-65.70980246240443,POINT (-65.70980246240443 -48.47707916865433),0,,,,-9999.0
298,298,1932342979,Lama glama guanicoe,-23.534820041275033,-74.90588689848744,POINT (-74.90588689848744 -23.53482004127503),0,,,,-9999.0
299,299,1914210240,Lama glama guanicoe,-40.77759244710853,-71.50783196534769,POINT (-71.50783196534769 -40.77759244710852),0,,,,870.14
300,300,1913665390,Lama glama guanicoe,-42.53102768326253,-63.10130129839044,POINT (-63.10130129839044 -42.53102768326253),0,,,,-9999.0
301,301,1913183574,Lama glama guanicoe,-11.762724276956613,-75.9164472313639,POINT (-75.9164472313639 -11.76272427695661),0,,,,920.62
302,302,1898830125,Lama glama guanicoe,-39.39280325785269,-73.19537970061452,POINT (-73.19537970061451 -39.39280325785269),0,,,,993.4
303,303,1898828770,Lama glama guanicoe,-16.587660922387336,-56.0535830925902,POINT (-56.0535830925902 -16.58766092238734),0,,,,1766.57
304,304,1890052292,Lama glama guanicoe,-20.001716090728568,-75.57969467635381,POINT (-75.57969467635381 -20.00171609072856),0,,,,-9999.0
305,305,1890049507,Lama glama guanicoe,-25.441152908631274,-64.75231989309147,POINT (-64.75231989309147 -25.44115290863127),0,,,,1593.09
306,306,1883940087,Lama glama guanicoe,-40.754914534172244,-73.72968971117855,POINT (-73.72968971117854 -40.75491453417224),0,,,,732.68
307,307,1883908136,Lama glama guanicoe,-54.73454689767871,-83.90937221974832,POINT (-83.90937221974833 -54.7345468976787),0,,,,-9999.0
308,308,1880577801,Lama glama guanicoe,-39.99022235216594,-62.10578865680816,POINT (-62.10578865680816 -39.99022235216594),0,,,,-9999.0
309,309,1850973982,Lama glama guanicoe,-41.395976881909384,-69.21120210149202,POINT (-69.21120210149202 -41.39597688190938),0,,,,1100.03
310,310,1847588551,Lama glama guanicoe,-53.42209224231857,-75.36638490531814,POINT (-75.36638490531814 -53.42209224231857),0,,,,-9999.0
311,311,1847578108,Lama glama guanicoe,-46.72760912599891,-69.59381635415271,POINT (-69.59381635415271 -46.72760912599891),0,,,,1010.41
312,312,1838353175,Lama glama guanicoe,-31.845469921197928,-65.03334631800288,POINT (-65.03334631800288 -31.84546992119793),0,,,,1430.86
313,313,1837778721,Lama glama guanicoe,-55.33410169674242,-67.62377412765287,POINT (-67.62377412765287 -55.33410169674242),0,,,,-9999.0
314,314,1837735899,Lama glama guanicoe,-55.72740219875451,-54.83503304394477,POINT (-54.83503304394477 -55.72740219875451),0,,,,-9999.0
315,315,1837100336,Lama glama guanicoe,-54.501384122092226,-74.35926185447038,POINT (-74.35926185447038 -54.50138412209223),0,,,,-9999.0
316,316,1837080711,Lama glama guanicoe,-19.21179506752523,-57.940753043635205,POINT (-57.94075304363521 -19.21179506752523),0,,,,1776.4
317,317,1837080688,Lama glama guanicoe,-44.38865115367098,-79.78665694035807,POINT (-79.78665694035806 -44.38865115367098),0,,,,-9999.0
318,318,1837080677,Lama glama guanicoe,-53.99942624839589,-53.7841119611812,POINT (-53.7841119611812 -53.99942624839589),0,,,,-9999.0
319,319,1837080617,Lama glama guanicoe,-54.22325428207161,-86.52240645592639,POINT (-86.52240645592637 -54.22325428207161),0,,,,-9999.0
320,320,1837080605,Lama glama guanicoe,-19.98237594962862,-56.34894187348167,POINT (-56.34894187348167 -19.98237594962862),0,,,,1701.01
321,321,1837080535,Lama glama guanicoe,-32.064094982101714,-73.65456755836261,POINT (-73.65456755836261 -32.06409498210171),0,,,,-9999.0
322,322,1836744157,Lama glama guanicoe,-49.55948462308758,-80.8993737814871,POINT (-80.89937378148709 -49.55948462308758),0,,,,-9999.0
323,323,1836666432,Lama glama guanicoe,-45.321933300027844,-83.17373022727811,POINT (-83.17373022727811 -45.32193330002785),0,,,,-9999.0
324,324,1836645730,Lama glama guanicoe,-12.786259954935288,-78.39114328771234,POINT (-78.39114328771234 -12.78625995493529),0,,,,-9999.0
325,325,1836573905,Lama glama guanicoe,-53.44594578257382,-68.96378265834291,POINT (-68.96378265834291 -53.44594578257383),0,,,,551.81
326,326,1831224749,Lama glama guanicoe,-28.98573647678769,-74.68809101406708,POINT (-74.68809101406708 -28.98573647678769),0,,,,-9999.0
327,327,1831172716,Lama glama guanicoe,-40.309283520660145,-66.67558256957948,POINT (-66.67558256957948 -40.30928352066014),0,,,,1306.38
328,328,1831172472,Lama glama guanicoe,-31.85973423454352,-80.10900036383299,POINT (-80.10900036383298 -31.85973423454352),0,,,,-9999.0
329,329,1831097657,Lama glama guanicoe,-25.39619897134022,-61.75170506743222,POINT (-61.75170506743223 -25.39619897134022),0,,,,1734.45
330,330,1831097495,Lama glama guanicoe,-58.08434410160494,-58.38138049595311,POINT (-58.38138049595311 -58.08434410160494),0,,,,-9999.0
331,331,1807909087,Lama glama guanicoe,-18.018530310477885,-61.716812784789546,POINT (-61.71681278478954 -18.01853031047789),0,,,,1804.26
332,332,1807883180,Lama glama guanicoe,-50.153161291334285,-81.72603554053325,POINT (-81.72603554053325 -50.15316129133428),0,,,,-9999.0
333,333,1807324525,Lama glama guanicoe,-17.97289164922246,-57.04739753144501,POINT (-57.04739753144501 -17.97289164922246),0,,,,1741.18
334,334,1807305586,Lama glama guanicoe,-45.8036306069005,-82.53974637593437,POINT (-82.53974637593437 -45.8036306069005),0,,,,-9999.0
335,335,1806351235,Lama glama guanicoe,-57.7029710829274,-57.11914151165894,POINT (-57.11914151165894 -57.7029710829274),0,,,,-9999.0
336,336,1806351213,Lama glama guanicoe,-34.514383291107265,-56.821750965747604,POINT (-56.8217509657476 -34.51438329110726),0,,,,1242.09
337,337,1806351148,Lama glama guanicoe,-48.51357146209773,-56.22739304155982,POINT (-56.22739304155982 -48.51357146209773),0,,,,-9999.0
338,338,1805375362,Lama glama guanicoe,-51.2659991404549,-63.836808848916796,POINT (-63.8368088489168 -51.26599914045489),0,,,,-9999.0
339,339,1802764443,Lama glama guanicoe,-57.699364603364714,-76.39455666196939,POINT (-76.39455666196939 -57.69936460336472),0,,,,-9999.0
340,340,1802667161,Lama glama guanicoe,-25.167428660097364,-60.94050754219325,POINT (-60.94050754219325 -25.16742866009736),0,,,,1710.35
341,341,1802666838,Lama glama guanicoe,-23.084621261429405,-67.13800793841354,POINT (-67.13800793841354 -23.0846212614294),0,,,,1129.97
342,342,1702484232,Lama glama guanicoe,-54.825831413198145,-81.76850870174792,POINT (-81.76850870174792 -54.82583141319815),0,,,,-9999.0
343,343,1702481456,Lama glama guanicoe,-14.60572958307766,-79.17697323329011,POINT (-79.17697323329011 -14.60572958307766),0,,,,-9999.0
344,344,1677326550,Lama glama guanicoe,-14.62586965253618,-64.85934758743403,POINT (-64.85934758743402 -14.62586965253618),0,,,,1751.07
345,345,1671721888,Lama glama guanicoe,-26.96167129050116,-78.37918014607041,POINT (-78.37918014607041 -26.96167129050116),0,,,,-9999.0
346,346,1640056326,Lama glama guanicoe,-26.587976009018828,-59.31385230393896,POINT (-59.31385230393896 -26.58797600901882),0,,,,1617.94
347,347,1640056274,Lama glama guanicoe,-24.783707394452573,-77.49033012796599,POINT (-77.49033012796598 -24.78370739445257),0,,,,-9999.0
348,348,1586954753,Lama glama guanicoe,-39.08833974806901,-74.4150625366671,POINT (-74.41506253666709 -39.088339748069),0,,,,-9999.0
349,349,1586105517,Lama glama guanicoe,-17.407745924295376,-76.73099249650821,POINT (-76.73099249650821 -17.40774592429538),0,,,,-9999.0
350,350,1580505705,Lama glama guanicoe,-55.665681972611544,-64.24369006268829,POINT (-64.2436900626883 -55.66568197261154),0,,,,-9999.0
351,351,1580485647,Lama glama guanicoe,-48.1346901088461,-74.62322020679663,POINT (-74.62322020679663 -48.1346901088461),0,,,,582.71
352,352,1580131250,Lama glama guanicoe,-34.373047280593575,-73.64167791370863,POINT (-73.64167791370862 -34.37304728059357),0,,,,-9999.0
353,353,1580130693,Lama glama guanicoe,-31.388617748047217,-70.6403033275419,POINT (-70.64030332754189 -31.38861774804722),0,,,,865.9
354,354,1562926137,Lama glama guanicoe,-17.080801969963222,-80.76905270003209,POINT (-80.76905270003209 -17.08080196996322),0,,,,-9999.0
355,355,1562881483,Lama glama guanicoe,-38.051985430885225,-75.2515931825785,POINT (-75.2515931825785 -38.05198543088523),0,,,,-9999.0
356,356,1510971729,Lama glama guanicoe,-25.84770723110359,-77.11500506000297,POINT (-77.11500506000297 -25.84770723110359),0,,,,-9999.0
357,357,1510971567,Lama glama guanicoe,-16.421480708952515,-65.25215756713104,POINT (-65.25215756713105 -16.42148070895252),0,,,,1701.09
358,358,1510971528,Lama glama guanicoe,-26.05533805931634,-64.62973696224078,POINT (-64.62973696224078 -26.05533805931634),0,,,,1562.92
359,359,1510971208,Lama glama guanicoe,-35.228432655133716,-82.7749742268811,POINT (-82.7749742268811 -35.22843265513372),0,,,,-9999.0
360,360,1510970446,Lama glama guanicoe,-53.76710125293194,-58.131005367197425,POINT (-58.13100536719742 -53.76710125293194),0,,,,-9999.0
361,361,1510970428,Lama glama guanicoe,-10.784869848646467,-73.73597928427724,POINT (-73.73597928427724 -10.78486984864647),0,,,,1777.5
362,362,1510970420,Lama glama guanicoe,-47.082187108702925,-77.91173858128573,POINT (-77.91173858128573 -47.08218710870292),0,,,,-9999.0
363,363,1510970386,Lama glama guanicoe,-52.67867314177307,-85.33367159467653,POINT (-85.33367159467653 -52.67867314177307),0,,,,-9999.0
364,364,1510970382,Lama glama guanicoe,-31.11847949710637,-81.7684217572282,POINT (-81.76842175722821 -31.11847949710637),0,,,,-9999.0
365,365,1510970345,Lama glama guanicoe,-56.73234482045599,-66.32855534451782,POINT (-66.32855534451782 -56.73234482045599),0,,,,-9999.0
366,366,1510970145,Lama glama guanicoe,-50.2057575829835,-72.98662116676223,POINT (-72.98662116676223 -50.20575758298351),0,,,,680.27
367,367,1510969485,Lama glama guanicoe,-50.76779314933281,-67.84262587804224,POINT (-67.84262587804224 -50.76779314933281),0,,,,-9999.0
368,368,1510969440,Lama glama guanicoe,-42.2515410453461,-77.15325582651157,POINT (-77.15325582651157 -42.2515410453461),0,,,,-9999.0
369,369,1510969428,Lama glama guanicoe,-41.23774258851825,-63.28470598951753,POINT (-63.28470598951754 -41.23774258851825),0,,,,-9999.0
370,370,1510968015,Lama glama guanicoe,-12.056266823696935,-75.16279177954053,POINT (-75.16279177954053 -12.05626682369694),0,,,,1061.37
371,371,1510964176,Lama glama guanicoe,-52.48750251515594,-69.42195826603447,POINT (-69.42195826603447 -52.48750251515595),0,,,,641.8
372,372,1510964129,Lama glama guanicoe,-29.08416729961116,-58.72713471749137,POINT (-58.72713471749137 -29.08416729961116),0,,,,1480.72
373,373,1510960872,Lama glama guanicoe,-33.03615502780781,-56.72892487177167,POINT (-56.72892487177167 -33.03615502780781),0,,,,1339.6
374,374,1510959977,Lama glama guanicoe,-37.40909804015915,-80.40019337955084,POINT (-80.40019337955084 -37.40909804015915),0,,,,-9999.0
375,375,1457602583,Lama glama guanicoe,-28.96302479737604,-72.05663894462751,POINT (-72.05663894462752 -28.96302479737604),0,,,,-9999.0
376,376,1457600590,Lama glama guanicoe,-23.57551286423375,-67.11390711117204,POINT (-67.11390711117204 -23.57551286423375),0,,,,1122.87
377,377,1457596347,Lama glama guanicoe,-27.82872150744339,-71.88824206763199,POINT (-71.88824206763201 -27.82872150744339),0,,,,-9999.0
378,378,1453548358,Lama glama guanicoe,-52.146933817710895,-76.73860000879432,POINT (-76.73860000879431 -52.1469338177109),0,,,,-9999.0
379,379,1453307523,Lama glama guanicoe,-40.59508710283446,-66.34028395902587,POINT (-66.34028395902587 -40.59508710283446),0,,,,1284.99
380,380,1453228368,Lama glama guanicoe,-18.905852817144112,-55.91602493269146,POINT (-55.91602493269146 -18.90585281714411),0,,,,1735.88
381,381,1453228277,Lama glama guanicoe,-26.969034034206352,-70.44282264885088,POINT (-70.44282264885088 -26.96903403420635),0,,,,1181.08
382,382,1453208474,Lama glama guanicoe,-22.13604733405948,-73.03280360189996,POINT (-73.03280360189996 -22.13604733405948),0,,,,-9999.0
383,383,1453208441,Lama glama guanicoe,-20.89047301147669,-68.32130717071135,POINT (-68.32130717071136 -20.89047301147669),0,,,,1174.35
384,384,1453207464,Lama glama guanicoe,-16.104141684566926,-66.97743417839634,POINT (-66.97743417839634 -16.10414168456693),0,,,,1606.17
385,385,1453207431,Lama glama guanicoe,-42.26012020612568,-79.76517468575538,POINT (-79.76517468575538 -42.26012020612568),0,,,,-9999.0
386,386,1453207421,Lama glama guanicoe,-16.827258155543838,-63.686026166847896,POINT (-63.6860261668479 -16.82725815554384),0,,,,1644.15
387,387,1453207398,Lama glama guanicoe,-42.3346767984802,-70.91586279340984,POINT (-70.91586279340984 -42.3346767984802),0,,,,1000.19
388,388,1453207371,Lama glama guanicoe,-56.51706312025821,-67.11284323840334,POINT (-67.11284323840334 -56.51706312025821),0,,,,-9999.0
389,389,1453207370,Lama glama guanicoe,-29.57955488275859,-81.49331423757133,POINT (-81.49331423757133 -29.57955488275859),0,,,,-9999.0
390,390,1453206235,Lama glama guanicoe,-37.966418338411906,-62.01501032458336,POINT (-62.01501032458336 -37.96641833841191),0,,,,1201.79
391,391,1453053434,Lama glama guanicoe,-57.85828257199378,-61.41514279915642,POINT (-61.41514279915642 -57.85828257199378),0,,,,-9999.0
392,392,1338932128,Lama glama guanicoe,-43.827856387627705,-60.07512639852682,POINT (-60.07512639852682 -43.82785638762771),0,,,,-9999.0
393,393,1323026628,Lama glama guanicoe,-53.17167004610842,-56.60843085835981,POINT (-56.60843085835981 -53.17167004610842),0,,,,-9999.0
394,394,1265898724,Lama glama guanicoe,-50.56161774435265,-56.132966304505615,POINT (-56.13296630450562 -50.56161774435266),0,,,,-9999.0
395,395,1265895307,Lama glama guanicoe,-40.92542738149036,-79.29618869285089,POINT (-79.29618869285089 -40.92542738149036),0,,,,-9999.0
396,396,1265540592,Lama glama guanicoe,-26.93946859034186,-71.36088939331478,POINT (-71.36088939331478 -26.93946859034186),0,,,,-9999.0
397,397,1265540518,Lama glama guanicoe,-20.50443514783208,-59.958586860552046,POINT (-59.95858686055205 -20.50443514783208),0,,,,1809.73
398,398,1265540393,Lama glama guanicoe,-46.211326813871224,-74.98580774433636,POINT (-74.98580774433636 -46.21132681387122),0,,,,571.29
399,399,1262373132,Lama glama guanicoe,-53.97776493987467,-66.34685338590114,POINT (-66.34685338590113 -53.97776493987467),0,,,,-9999.0
400,400,1227766680,Lama glama guanicoe,-15.626590224014855,-70.70023391888374,POINT (-70.70023391888374 -15.62659022401485),0,,,,1069.59
401,401,1227725646,Lama glama guanicoe,-31.80713673702302,-80.79417230565765,POINT (-80.79417230565765 -31.80713673702302),0,,,,-9999.0
402,402,1145683537,Lama glama guanicoe,-58.588406499768475,-70.29302234460772,POINT (-70.29302234460772 -58.58840649976847),0,,,,-9999.0
403,403,1092896165,Lama glama guanicoe,-60.41442165040394,-69.86240981817245,POINT (-69.86240981817245 -60.41442165040394),0,,,,
404,404,1088920038,Lama glama guanicoe,-37.665370131896346,-57.770886230217,POINT (-57.77088623021699 -37.66537013189634),0,,,,
405,405,1088917626,Lama glama guanicoe,-29.694371238792066,-74.34292023110123,POINT (-74.34292023110123 -29.69437123879206),0,,,,
406,406,1088917569,Lama glama guanicoe,-10.925430268510773,-72.49775466079248,POINT (-72.49775466079248 -10.92543026851077),0,,,,
407,407,1088916214,Lama glama guanicoe,-50.846211537055474,-60.45541590412758,POINT (-60.45541590412758 -50.84621153705547),0,,,,
408,408,1088911090,Lama glama guanicoe,-54.017621390777975,-72.23403426369356,POINT (-72.23403426369356 -54.01762139077798),0,,,,
409,409,1088910997,Lama glama guanicoe,-55.765076702819215,-55.71505373215373,POINT (-55.71505373215373 -55.76507670281921),0,,,,
410,410,1088910263,Lama glama guanicoe,-54.26280529822465,-57.473399551838945,POINT (-57.47339955183894 -54.26280529822465),0,,,,
411,411,1088910250,Lama glama guanicoe,-53.037885089999406,-79.52536773523731,POINT (-79.52536773523731 -53.03788508999941),0,,,,
412,412,1065614630,Lama glama guanicoe,-29.85006536526291,-75.72907685450701,POINT (-75.72907685450701 -29.85006536526291),0,,,,
413,413,1065614583,Lama glama guanicoe,-44.85882006064537,-76.21514411357894,POINT (-76.21514411357894 -44.85882006064537),0,,,,
414,414,1065610123,Lama glama guanicoe,-33.629407655993234,-65.31977583253008,POINT (-65.31977583253008 -33.62940765599323),0,,,,
415,415,1065605267,Lama glama guanicoe,-57.031897273586566,-56.33016523837839,POINT (-56.33016523837838 -57.03189727358657),0,,,,
416,416,1065605074,Lama glama guanicoe,-33.15759023604059,-59.69228971043295,POINT (-59.69228971043295 -33.15759023604059),0,,,,
417,417,1065595480,Lama glama guanicoe,-18.268571730571246,-65.27475276345339,POINT (-65.27475276345341 -18.26857173057125),0,,,,
418,418,1024180475,Lama glama guanicoe,-22.53679069176935,-62.4468154165775,POINT (-62.4468154165775 -22.53679069176935),0,,,,
419,419,922185271,Lama glama guanicoe,-40.739301701302544,-70.25815976513964,POINT (-70.25815976513964 -40.73930170130255),0,,,,
420,420,922175775,Lama glama guanicoe,-57.15323999492489,-65.02407137921682,POINT (-65.02407137921683 -57.15323999492489),0,,,,
421,421,922145488,Lama glama guanicoe,-48.32053024381851,-67.91824196869668,POINT (-67.91824196869668 -48.32053024381851),0,,,,
422,422,899971289,Lama glama guanicoe,-32.91041458104639,-64.42584955775021,POINT (-64.42584955775021 -32.91041458104639),0,,,,
423,423,899966700,Lama glama guanicoe,-30.51782833051867,-64.18793205236855,POINT (-64.18793205236855 -30.51782833051867),0,,,,
424,424,899944346,Lama glama guanicoe,-42.33882154414685,-56.10732831866476,POINT (-56.10732831866476 -42.33882154414685),0,,,,
425,425,899941339,Lama glama guanicoe,-18.410529951619004,-64.00658905914511,POINT (-64.00658905914511 -18.410529951619),0,,,,
426,426,899937960,Lama glama guanicoe,-44.1201366013229,-76.51814654247639,POINT (-76.51814654247639 -44.1201366013229),0,,,,
427,427,894781596,Lama glama guanicoe,-58.421112263765,-61.75163110597194,POINT (-61.75163110597194 -58.421112263765),0,,,,
428,428,891084293,Lama glama guanicoe,-55.53275491467915,-60.67073830647559,POINT (-60.67073830647558 -55.53275491467916),0,,,,
429,429,891072453,Lama glama guanicoe,-37.36643623731655,-78.30383626028728,POINT (-78.30383626028728 -37.36643623731655),0,,,,
430,430,891027748,Lama glama guanicoe,-60.69583974807367,-68.06229578938809,POINT (-68.06229578938809 -60.69583974807367),0,,,,
431,431,891026422,Lama glama guanicoe,-36.844104166018255,-55.70359651684619,POINT (-55.70359651684619 -36.84410416601826),0,,,,
432,432,699207390,Lama glama guanicoe,-32.50983977939136,-79.46348702946688,POINT (-79.46348702946688 -32.50983977939136),0,,,,
433,433,699207389,Lama glama guanicoe,-38.11939325547506,-63.99988919562985,POINT (-63.99988919562983 -38.11939325547506),0,,,,
434,434,699207387,Lama glama guanicoe,-37.24380032190797,-71.22242211708753,POINT (-71.22242211708753 -37.24380032190797),0,,,,
435,435,699207386,Lama glama guanicoe,-35.080913155095004,-60.24928055731594,POINT (-60.24928055731594 -35.080913155095),0,,,,
436,436,699207385,Lama glama guanicoe,-23.99578084797498,-65.38929373498448,POINT (-65.38929373498448 -23.99578084797498),0,,,,
437,437,699207384,Lama glama guanicoe,-29.670535125744426,-76.55249261850203,POINT (-76.55249261850203 -29.67053512574442),0,,,,
438,438,699207382,Lama glama guanicoe,-19.515801159802283,-61.69780873055893,POINT (-61.69780873055893 -19.51580115980228),0,,,,
439,439,699207380,Lama glama guanicoe,-50.338208094680326,-54.216362679524146,POINT (-54.21636267952415 -50.33820809468033),0,,,,
440,440,699207379,Lama glama guanicoe,-13.74923019077096,-78.94313896765316,POINT (-78.94313896765316 -13.74923019077096),0,,,,
441,441,699207378,Lama glama guanicoe,-30.235740420695144,-78.55082514120392,POINT (-78.5508251412039 -30.23574042069514),0,,,,
442,442,699207377,Lama glama guanicoe,-52.03467763864282,-56.691226358026256,POINT (-56.69122635802626 -52.03467763864282),0,,,,
